outcome,g,decade,cohort_mean,n_obs,cohort_label
"STEM births per 1,000 est. births",1870,1810,0,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1820,0,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1830,0,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1840,0.3862241509455189,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1850,0.20789556721803773,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1860,0.11899240872830663,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1870,0.07562268444631447,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1880,0.18371009110988676,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1890,0.15178732435308331,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1900,0.6074545250543417,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1910,0.557369047981287,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1920,0.5320365858670916,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1930,0.5641802381590879,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1940,0.7708652893137758,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1950,0.3309950759552123,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1960,0.1399351393946503,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1970,0.06516897947181662,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1980,0,1,Cohort 1870
"STEM births per 1,000 est. births",1870,1990,0,1,Cohort 1870
"STEM births per 1,000 est. births",1870,2000,0,1,Cohort 1870
"STEM births per 1,000 est. births",1900,1800,0,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1810,0,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1820,0,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1830,0.08047667955419345,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1840,0.012534094967550072,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1850,0.01384826366874616,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1860,0.02476592809331655,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1870,0.020518554972199073,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1880,0.015842029571986844,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1890,0.04030556627479177,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1900,0.03971887490544038,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1910,0.07717102754039326,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1920,0.06733846413383722,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1930,0.09968601220432782,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1940,0.09611082825291933,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1950,0.03611830949041069,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1960,0.010496381894538852,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1970,0.004910886806591908,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1980,7.642399367197222e-4,2,Cohort 1900
"STEM births per 1,000 est. births",1900,1990,7.440828444904115e-4,2,Cohort 1900
"STEM births per 1,000 est. births",1900,2000,0,2,Cohort 1900
"STEM births per 1,000 est. births",1920,1800,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1810,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1820,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1830,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1840,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1850,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1860,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1870,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1880,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1890,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1900,0.023014106498129967,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1910,0.09740699591806394,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1920,0.05816769426463676,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1930,0.04002759981103841,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1940,0.04921996607661688,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1950,0.01517958344493659,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1960,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1970,0.02306867497102729,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1980,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1990,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,2000,0,1,Cohort 1920
County population,0,1800,10340.562899030489,58,Control (g = 0)
County population,0,1810,12769.024037722884,58,Control (g = 0)
County population,0,1820,15867.248576262902,58,Control (g = 0)
County population,0,1830,20207.406706711343,58,Control (g = 0)
County population,0,1840,25812.25575598355,58,Control (g = 0)
County population,0,1850,34167.87081435631,58,Control (g = 0)
County population,0,1860,45955.55802759631,58,Control (g = 0)
County population,0,1870,57486.22300772832,58,Control (g = 0)
County population,0,1880,76733.97245420258,58,Control (g = 0)
County population,0,1890,100229.0291369208,58,Control (g = 0)
County population,0,1900,126965.501835264,58,Control (g = 0)
County population,0,1910,160699.96678845637,58,Control (g = 0)
County population,0,1920,200774.87734038255,58,Control (g = 0)
County population,0,1930,246638.00390625,58,Control (g = 0)
County population,0,1940,274952.29142813844,58,Control (g = 0)
County population,0,1950,352531.47008014546,58,Control (g = 0)
County population,0,1960,427849.3150592672,58,Control (g = 0)
County population,0,1970,510139.15121565195,58,Control (g = 0)
County population,0,1980,596404.7331795528,58,Control (g = 0)
County population,0,1990,692419.8278892781,58,Control (g = 0)
County population,0,2000,810074.3933021282,58,Control (g = 0)
County population,1850,1800,2378.470640182495,4,Cohort 1850
County population,1850,1810,4697.5689907073975,4,Cohort 1850
County population,1850,1820,8295.85493850708,4,Cohort 1850
County population,1850,1830,12989.92611694336,4,Cohort 1850
County population,1850,1840,19974.664360046387,4,Cohort 1850
County population,1850,1850,37610.62683105469,4,Cohort 1850
County population,1850,1860,53942.206787109375,4,Cohort 1850
County population,1850,1870,90956.459716796875,4,Cohort 1850
County population,1850,1880,136416.1201171875,4,Cohort 1850
County population,1850,1890,185159.765625,4,Cohort 1850
County population,1850,1900,217862.2109375,4,Cohort 1850
County population,1850,1910,258330.296875,4,Cohort 1850
County population,1850,1920,304776.45703125,4,Cohort 1850
County population,1850,1930,365795.3828125,4,Cohort 1850
County population,1850,1940,388654.5234375,4,Cohort 1850
County population,1850,1950,468212.9453125,4,Cohort 1850
County population,1850,1960,493770.3984375,4,Cohort 1850
County population,1850,1970,533055.390625,4,Cohort 1850
County population,1850,1980,574680.8984375,4,Cohort 1850
County population,1850,1990,612354.5546875,4,Cohort 1850
County population,1850,2000,690064.8828125,4,Cohort 1850
County population,1860,1800,31323.498046875,1,Cohort 1860
County population,1860,1810,36153.56640625,1,Cohort 1860
County population,1860,1820,40005.859375,1,Cohort 1860
County population,1860,1830,45460.3046875,1,Cohort 1860
County population,1860,1840,49494.5,1,Cohort 1860
County population,1860,1850,63309.37109375,1,Cohort 1860
County population,1860,1860,76834.5390625,1,Cohort 1860
County population,1860,1870,89883.90625,1,Cohort 1860
County population,1860,1880,110455.8359375,1,Cohort 1860
County population,1860,1890,126592.9140625,1,Cohort 1860
County population,1860,1900,148062.296875,1,Cohort 1860
County population,1860,1910,165780.9375,1,Cohort 1860
County population,1860,1920,189839.015625,1,Cohort 1860
County population,1860,1930,218061.359375,1,Cohort 1860
County population,1860,1940,247638.484375,1,Cohort 1860
County population,1860,1950,337313.25,1,Cohort 1860
County population,1860,1960,434101.625,1,Cohort 1860
County population,1860,1970,557296.5625,1,Cohort 1860
County population,1860,1980,609063.25,1,Cohort 1860
County population,1860,1990,703207.4375,1,Cohort 1860
County population,1860,2000,787680.0625,1,Cohort 1860
County population,1870,1800,116.65541076660156,1,Cohort 1870
County population,1870,1810,140.5218048095703,1,Cohort 1870
County population,1870,1820,531.18975830078125,1,Cohort 1870
County population,1870,1830,1262.0579833984375,1,Cohort 1870
County population,1870,1840,3907.732666015625,1,Cohort 1870
County population,1870,1850,7793.18505859375,1,Cohort 1870
County population,1870,1860,15162.578125,1,Cohort 1870
County population,1870,1870,24631.46875,1,Cohort 1870
County population,1870,1880,34467.58203125,1,Cohort 1870
County population,1870,1890,47202.34375,1,Cohort 1870
County population,1870,1900,60555.60546875,1,Cohort 1870
County population,1870,1910,70782.7421875,1,Cohort 1870
County population,1870,1920,80447.9609375,1,Cohort 1870
County population,1870,1930,93984.796875,1,Cohort 1870
County population,1870,1940,106867.78125,1,Cohort 1870
County population,1870,1950,123650.828125,1,Cohort 1870
County population,1870,1960,144000.625,1,Cohort 1870
County population,1870,1970,168539.484375,1,Cohort 1870
County population,1870,1980,190901.296875,1,Cohort 1870
County population,1870,1990,213812.359375,1,Cohort 1870
County population,1870,2000,250194.421875,1,Cohort 1870
County population,1900,1800,1504.8167114257813,2,Cohort 1900
County population,1900,1810,1757.1572265625,2,Cohort 1900
County population,1900,1820,3786.6637573242188,2,Cohort 1900
County population,1900,1830,10123.548217773438,2,Cohort 1900
County population,1900,1840,31320.76611328125,2,Cohort 1900
County population,1900,1850,59942.33337402344,2,Cohort 1900
County population,1900,1860,129227.64416503906,2,Cohort 1900
County population,1900,1870,210061.7900390625,2,Cohort 1900
County population,1900,1880,282916.583984375,2,Cohort 1900
County population,1900,1890,380723.591796875,2,Cohort 1900
County population,1900,1900,507440.47265625,2,Cohort 1900
County population,1900,1910,632814.6171875,2,Cohort 1900
County population,1900,1920,771201.3984375,2,Cohort 1900
County population,1900,1930,959716.0859375,2,Cohort 1900
County population,1900,1940,1049893.5078125,2,Cohort 1900
County population,1900,1950,1277531.0078125,2,Cohort 1900
County population,1900,1960,1497222.48828125,2,Cohort 1900
County population,1900,1970,1739454.05078125,2,Cohort 1900
County population,1900,1980,1889406.6875,2,Cohort 1900
County population,1900,1990,2000502.0390625,2,Cohort 1900
County population,1900,2000,2290096.5,2,Cohort 1900
County population,1920,1800,660.01336669921875,1,Cohort 1920
County population,1920,1810,704.908203125,1,Cohort 1920
County population,1920,1820,752.266845703125,1,Cohort 1920
County population,1920,1830,1718.7899169921875,1,Cohort 1920
County population,1920,1840,5980.8818359375,1,Cohort 1920
County population,1920,1850,13637.6884765625,1,Cohort 1920
County population,1920,1860,30026.5859375,1,Cohort 1920
County population,1920,1870,35468.4140625,1,Cohort 1920
County population,1920,1880,62395.22265625,1,Cohort 1920
County population,1920,1890,92815.9609375,1,Cohort 1920
County population,1920,1900,114168.4140625,1,Cohort 1920
County population,1920,1910,144651.203125,1,Cohort 1920
County population,1920,1920,169805.828125,1,Cohort 1920
County population,1920,1930,189242.15625,1,Cohort 1920
County population,1920,1940,209215.5625,1,Cohort 1920
County population,1920,1950,224686.75,1,Cohort 1920
County population,1920,1960,211135.921875,1,Cohort 1920
County population,1920,1970,238061.921875,1,Cohort 1920
County population,1920,1980,295945.40625,1,Cohort 1920
County population,1920,1990,318286.90625,1,Cohort 1920
County population,1920,2000,376936.59375,1,Cohort 1920
