state,state_abbr,school,city,county_name,founding_year_used,roots_year,continuity_status,lineage_note,school_type,elite_signal,confidence,admission_model_current_prelim,access_model_current_prelim,access_model_historical_prelim,admissions_access_coding_status,county_geoid,lat_county,lon_county,admission_selectivity_current,test_based_admissions_current,poor_access_current,poor_access_historical,historical_access_note,historical_access_evidence_level,current_admissions_source_url,current_access_source_url,historical_access_source_url,lineage_risk,comparability_class,sample_role,include_in_core_sample,include_in_expanded_sample,proper_elite_school,elite_tier,local_access_relevance,revision_note,crit_secondary_school,crit_in_frame_1800_1940,crit_active_20yr,crit_first_decade_size_ge_50,crit_tuition_free_historical,crit_selective_historical,crit_not_special_model,crit_high_access_strict,historically_unclear,historically_unclear_note,review_batch,review_theme,review_priority,review_status
Maryland,MD,Baltimore Polytechnic Institute,Baltimore,Baltimore city,1883,1883,continuous_renamed,Founded as Baltimore Manual Training School; later Baltimore Polytechnic Institute,Public selective STEM high school,Historic selective STEM public high school,high,merit_selective_nonexam,public_free_selective,public_free_selective,source_checked_current_rule_based_historical,24510,39.3020846706768,-76.6114662660985,grades_test_combo,yes,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,https://www.baltimorecityschools.org/o/poly/page/admissions/,https://www.baltimorecityschools.org/o/poly/page/how-to-apply/,,low,public_access_school,core,yes,yes,yes,core,high,,yes,yes,yes,yes,yes,yes,yes,yes,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Maryland,MD,Gilman School,Baltimore,Baltimore city,1897,1897,continuous,Continuous school from 1897,Private day school,Flagship elite Baltimore boys' school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,24510,39.3020846706768,-76.6114662660985,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Massachusetts,MA,Boston Latin School,Boston,Suffolk County,1635,1635,continuous,Continuously operating since 1635; first public school in the United States.,Public selective high school,Founding US public school; canonical exam-admit academic high school.,high,exam_based,public_free_selective,public_free_selective,rule_based_from_school_type,25025,42.3279486981571,-71.0785644122844,exam_only,yes,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,,,,low,public_access_school,core,yes,yes,yes,core,high,,yes,no,yes,unknown,yes,yes,yes,no,no,,B01,Elite girls' academies and scope boundaries,high,started_2026_04_30
Massachusetts,MA,Roxbury Latin School,Boston,Suffolk County,1645,1645,continuous,Continuously operating since 1645; oldest US school in continuous existence at one location.,Private boys' day school,Long-standing elite New England boys' Latin school.,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,25025,42.3279486981571,-71.0785644122844,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,no,yes,unknown,no,yes,yes,no,no,,B01,Elite girls' academies and scope boundaries,high,started_2026_04_30
Massachusetts,MA,Phillips Academy,Andover,Essex County,1778,1778,continuous,Continuously operating since 1778.,Private boarding college-prep school,Canonical American boarding school; produced multiple presidents and Nobelists.,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,25009,42.6686810199648,-70.9467962981943,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,no,yes,unknown,no,yes,yes,no,no,,B01,Elite girls' academies and scope boundaries,high,started_2026_04_30
Massachusetts,MA,Deerfield Academy,Deerfield,Franklin County,1797,1797,continuous,Continuously operating since 1797.,Private boarding college-prep school,Long-standing elite New England boarding school.,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,25011,42.5819295965755,-72.5857744927889,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,no,yes,unknown,no,yes,yes,no,no,,B01,Elite girls' academies and scope boundaries,high,started_2026_04_30
Massachusetts,MA,Noble and Greenough School,Dedham,Norfolk County,1866,1866,continuous_renamed,Founded as Noble's Classical School; later Noble and Greenough,Private day and boarding school,Historic elite Boston day school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,25021,42.1607451995197,-71.2054928170682,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,B01,Elite girls' academies and scope boundaries,high,started_2026_04_30
Massachusetts,MA,Dana Hall School,Wellesley,Norfolk County,1881,1881,continuous,Continuous school from 1881,Private girls' boarding and day school,Historic elite girls' school tied to Wellesley,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,25021,42.1607451995197,-71.2054928170682,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,girls_academy,core,yes,yes,yes,core,low,Canonical elite girls' academy omitted from the first pass; keep in the core sample.,yes,yes,yes,no,no,yes,yes,no,no,,B01,Elite girls' academies and scope boundaries,high,started_2026_04_30
Massachusetts,MA,Groton School,Groton,Middlesex County,1884,1884,continuous,Continuous school from 1884,Private boarding school,Canonical elite boarding school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,25017,42.4859204886304,-71.39031937866,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,B01,Elite girls' academies and scope boundaries,high,started_2026_04_30
Massachusetts,MA,Middlesex School,Concord,Middlesex County,1901,1901,continuous,Continuous school from 1901,Private boarding school,Elite Massachusetts boarding school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,25017,42.4859204886304,-71.39031937866,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,B01,Elite girls' academies and scope boundaries,high,started_2026_04_30
Massachusetts,MA,Belmont Hill School,Belmont,Middlesex County,1923,1923,continuous,Continuous school from 1923,Private boys' day school,Elite Boston-area boys' school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,25017,42.4859204886304,-71.39031937866,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,B01,Elite girls' academies and scope boundaries,high,started_2026_04_30
Michigan,MI,University of Detroit Jesuit High School and Academy,Detroit,Wayne County,1877,1877,continuous,Continuous school from 1877,Private Jesuit school,Longstanding elite Jesuit boys' school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,26163,42.2809371158169,-83.2813977050076,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Michigan,MI,Detroit Country Day School,Beverly Hills,Oakland County,1914,1914,continuous,Continuous school from 1914,Private day school,Elite Detroit-area independent school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,26125,42.660805873487,-83.3859403135568,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Michigan,MI,Cranbrook Schools,Bloomfield Hills,Oakland County,1922,1922,continuous,Continuous school from 1922,Private school,Historically elite Detroit-area independent school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,26125,42.660805873487,-83.3859403135568,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Minnesota,MN,Shattuck-St. Mary's School,Faribault,Rice County,1858,1858,later_merger_use_roots,Use Shattuck and St. Mary's predecessor roots; current institution is a later merger,Private boarding and day school,Merged lineage of prominent Minnesota prep schools,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,27131,44.354299376633,-93.2965114174414,holistic_private,no,low,low,"Elite lineage predates 1930, but predecessor institutions were generally tuition-charging private schools with limited poor access.",rule_based_private_model,,,,high,later_merger_lineage,robustness_only,no,yes,yes,core,low,Current institution uses predecessor roots from a later merger; exclude from the core treatment sample.,yes,yes,yes,unknown,no,yes,yes,no,no,,B03,No targeted revision batch yet,low,first_pass_only
Minnesota,MN,Breck School,Golden Valley,Hennepin County,1886,1886,continuous,Continuous school from 1886,Private school,Longstanding elite Twin Cities independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,27053,45.0050861687089,-93.4771410722228,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Minnesota,MN,The Blake School,Hopkins,Hennepin County,1900,1900,later_merger_use_roots,Use Blake predecessor roots; current institution is a later merger,Private school,Merged lineage of elite Twin Cities prep schools,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,27053,45.0050861687089,-93.4771410722228,holistic_private,no,low,low,"Elite lineage predates 1930, but predecessor institutions were generally tuition-charging private schools with limited poor access.",rule_based_private_model,,,,high,later_merger_lineage,robustness_only,no,yes,yes,core,low,Current institution is a later merger using predecessor roots; exclude from the core treatment sample.,yes,yes,yes,unknown,no,yes,yes,no,no,,B03,No targeted revision batch yet,low,first_pass_only
Missouri,MO,Sumner High School,St. Louis,St. Louis city,1875,1875,continuous,Continuous school from 1875,Public high school,Historically important Black public academic high school,high,open_access_public,public_free_selective,public_free_selective,source_checked_current_and_historical,29510,38.6355549727885,-90.2434976180683,open_access,no,high,high,"Historically important Black public academic high school with low tuition barriers, though segregation and geography strongly shaped access in practice.",source_checked,https://sumner.slps.org/,https://sumner.slps.org/,https://sumner.slps.org/about-us/about-sumner-high/our-history,low,historic_black_public_school,core,yes,yes,yes,core,high,Historically important Black public academic high school; core school for the accessible-local-talent question.,yes,yes,yes,yes,yes,no,yes,no,no,,B02,Historically important Black public-access schools and merger lineages,high,started_2026_04_30
Missouri,MO,Pembroke Hill School,Kansas City,Jackson County,1910,1910,later_merger_use_roots,Use predecessor roots from the Kansas City independent schools that later merged,Private school,Merged lineage of elite Kansas City prep schools,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,29095,39.009813003313,-94.3469402478327,holistic_private,no,low,low,"Elite lineage predates 1930, but predecessor institutions were generally tuition-charging private schools with limited poor access.",rule_based_private_model,,,,high,later_merger_lineage,robustness_only,no,yes,yes,core,low,Current institution is a later merger using predecessor roots; exclude from the core treatment sample.,yes,yes,yes,unknown,no,yes,yes,no,no,,B03,Historically important Black public-access schools and merger lineages,high,started_2026_04_30
Missouri,MO,MICDS,Ladue,St. Louis County,1913,1859,later_merger_use_roots,Use St. Louis Country Day and Mary Institute roots; current institution is a later merger,Private school,Merged lineage of elite St. Louis prep schools,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,29189,38.6375360674344,-90.4458131458225,holistic_private,no,low,low,"Elite lineage predates 1930, but predecessor institutions were generally tuition-charging private schools with limited poor access.",rule_based_private_model,,,,high,later_merger_lineage,core_with_caution,yes,yes,yes,core,low,Later merger using predecessor roots; keep out of the core treatment sample unless lineage is explicitly modeled.,yes,yes,yes,unknown,no,yes,yes,no,no,,B02,Historically important Black public-access schools and merger lineages,high,started_2026_04_30
Missouri,MO,John Burroughs School,Ladue,St. Louis County,1923,1923,continuous,Continuous school from 1923,Private day school,Elite St. Louis independent school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,29189,38.6375360674344,-90.4458131458225,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,B02,Historically important Black public-access schools and merger lineages,high,started_2026_04_30
Nebraska,NE,Omaha Central High School,Omaha,Douglas County,1859,1859,continuous,Continuous school from 1859,Public high school,Historically prominent Omaha public high school,medium,merit_selective_nonexam,public_free_selective,public_free_selective,source_checked_current_rule_based_historical,31055,41.2952738548227,-96.1508426228393,open_access,no,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,https://central.ops.org/students-families/attend-central-high,https://central.ops.org/students-families/attend-central-high,,low,public_access_school,core,yes,yes,yes,core,high,,yes,yes,yes,yes,yes,no,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Nebraska,NE,Brownell Talbot College Preparatory School,Omaha,Douglas County,1863,1863,continuous,Continuous school from 1863,Private college-prep school,Longstanding elite Omaha independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,31055,41.2952738548227,-96.1508426228393,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
New Hampshire,NH,Phillips Exeter Academy,Exeter,Rockingham County,1781,1781,continuous,Continuously operating since 1781.,Private boarding college-prep school,Canonical American boarding school; founded as a sister school to Phillips Andover.,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,33015,42.9849675174914,-71.1289242461721,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,no,yes,unknown,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
New Hampshire,NH,St. Paul's School,Concord,Merrimack County,1856,1856,continuous,Continuous school from 1856,Private boarding school,Canonical elite boarding school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,33013,43.2969013546087,-71.6807199598891,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
New Hampshire,NH,Holderness School,Holderness,Grafton County,1879,1879,continuous,Continuous school from 1879,Private boarding and day school,Longstanding elite New Hampshire boarding school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,33009,43.9339608558568,-71.8236127272306,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
New Jersey,NJ,Newark Academy,Livingston,Essex County,1774,1774,continuous,Continuously operating since 1774; relocated to Livingston in 1964.,Private day school,Historic New Jersey academy; long-standing elite institution.,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,34013,40.786837872448,-74.2458109248068,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,no,yes,unknown,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
New Jersey,NJ,The Lawrenceville School,Lawrenceville,Mercer County,1810,1810,continuous_renamed,Founded as Maidenhead Academy; later Lawrenceville School,Private boarding and day school,Canonical elite prep school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,34021,40.2804649676836,-74.7047357766788,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
New Jersey,NJ,Blair Academy,Blairstown,Warren County,1848,1848,continuous,Continuous school from 1848,Private boarding and day school,Historic elite New Jersey boarding school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,34041,40.8594026391453,-74.9957035336639,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,unknown,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
New Jersey,NJ,The Pingry School,Basking Ridge,Somerset County,1861,1861,continuous,Use 1861 continuous Pingry school lineage; current campus is later,Private day school,Longstanding elite New Jersey independent school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,34035,40.5645745779087,-74.6168887252581,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
New Jersey,NJ,Peddie School,Hightstown,Mercer County,1864,1864,continuous,Continuous school from 1864,Private boarding and day school,Historic elite New Jersey boarding school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,34021,40.2804649676836,-74.7047357766788,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,unknown,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
New Mexico,NM,New Mexico Military Institute,Roswell,Chaves County,1891,1891,continuous,Continuous school from 1891,Public military high school and junior college,Historically prominent college-prep military school,medium,merit_selective_nonexam,public_free_selective,public_free_selective,source_checked_current_rule_based_historical,35005,33.366317226608,-104.463842624726,exam_plus,yes,medium,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,https://www.nmmi.edu/admissions/qualifications-for-admission/,https://www.nmmi.edu/admissions/financial-aid-scholarships/,,low,special_institution,robustness_only,no,yes,no,extended,medium,Public military and junior-college model is not directly comparable to ordinary elite high schools.,no,yes,yes,unknown,yes,no,no,no,yes,Combined public military high school and 2-year junior college. Atypical model; recorded but excluded from default high-access.,B03,Special institutional models and public-military access,medium,queued
New York,NY,Collegiate School,New York,New York County,1628,1628,continuous,Continuously operating since 1628; oldest school in the United States.,Private boys' day school,Oldest continuously operating school in the US; Manhattan elite day school.,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,36061,40.7672684157922,-73.9715382595434,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,no,yes,unknown,no,yes,yes,no,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,Trinity School,New York,New York County,1709,1709,continuous,Continuously operating since 1709; founded by Trinity Church.,Private day school,Long-standing elite Manhattan day school.,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,36061,40.7672684157922,-73.9715382595434,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,no,yes,unknown,no,yes,yes,no,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,Emma Willard School,Troy,Rensselaer County,1814,1814,continuous,Continuous school from 1814,Private girls' boarding and day school,Historic elite girls' school and pioneer in women's education,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,36083,42.7133484470407,-73.5110537668637,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,girls_academy,core,yes,yes,yes,core,low,Canonical elite girls' academy omitted from the first pass; keep in the core sample.,yes,yes,yes,yes,no,yes,yes,no,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,Hunter College High School,New York,New York County,1869,1869,reorganized_continuity,Roots as Female Normal and High School (1869) attached to what became Hunter College; reorganized in the 20th century into the current selective Hunter College HS exam-admit model.,Public selective high school,Highly selective NYC public exam school attached to Hunter College.,high,exam_based,public_free_selective,public_free_selective,rule_based_from_school_type,36061,40.7672684157922,-73.9715382595434,exam_only,yes,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,,,,medium,public_access_school,core_with_caution,yes,yes,yes,core,high,Institutional continuity is real but the current school form is reorganized relative to the historical predecessor.,yes,yes,yes,unknown,yes,yes,yes,yes,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,The Brearley School,New York,New York County,1884,1884,continuous,Continuous school from 1884,Private day school,Elite NYC girls' school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,36061,40.7672684157922,-73.9715382595434,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,Horace Mann School,Bronx,Bronx County,1887,1887,continuous,Continuous school from 1887,Private day school,Canonical elite NYC independent school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,36005,40.8520903053364,-73.8628240171647,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,unknown,no,yes,yes,no,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,Stuyvesant High School,New York,New York County,1904,1904,continuous,Continuous school from 1904,Public specialized exam school,Canonical elite public exam school,high,exam_based,public_free_selective,public_free_selective,source_checked_current_rule_based_historical,36061,40.7672684157922,-73.9715382595434,exam_only,yes,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,https://www.schools.nyc.gov/learning/testing/specialized-high-school-admissions-test,https://www.schools.nyc.gov/enrollment/enroll-grade-by-grade/specialized-high-schools/discovery-programs,,low,public_access_school,core,yes,yes,yes,core,high,,yes,yes,yes,yes,yes,yes,yes,yes,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,Riverdale Country School,Bronx,Bronx County,1907,1907,continuous,Continuous school from 1907,Private school,Elite NYC independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,36005,40.8520903053364,-73.8628240171647,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,Regis High School,New York,New York County,1914,1914,continuous,Continuous school from 1914,Private Jesuit tuition-free school,Tuition-free merit-based elite school,high,exam_based,free_merit,free_merit,source_checked_current_and_historical,36061,40.7672684157922,-73.9715382595434,exam_plus,yes,high,high,Founded as a tuition-free scholarship school; strong direct access for talented poor Catholic boys.,source_checked,https://regis.org/admissions/application-process,https://www.regis.org/?Fuseaction=Admission,https://www.regis.org/about/,low,high_access_nonpublic_school,core,yes,yes,yes,core,high,,yes,yes,yes,yes,yes,yes,yes,yes,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,The Dalton School,New York,New York County,1919,1919,continuous,Continuous school from 1919,Private day school,Elite NYC independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,36061,40.7672684157922,-73.9715382595434,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,Brooklyn Technical High School,Brooklyn,Kings County,1922,1922,continuous,Continuous school from 1922,Public specialized exam school,Canonical elite public STEM exam school,high,exam_based,public_free_selective,public_free_selective,source_checked_current_rule_based_historical,36047,40.6361763104886,-73.9493515524691,exam_only,yes,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,https://www.bths.edu/apps/pages/index.jsp?type=d&uREC_ID=229376,https://www.schools.nyc.gov/learning/testing/specialized-high-school-admissions-test,,low,public_access_school,core,yes,yes,yes,core,high,,yes,yes,yes,yes,yes,yes,yes,yes,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
New York,NY,Bronx High School of Science,Bronx,Bronx County,1938,1938,continuous,Continuously operating since 1938.,Public selective high school,Specialized exam-admit New York City public high school; produced more Nobel laureates than any other US high school.,high,exam_based,public_free_selective,public_free_selective,rule_based_from_school_type,36005,40.8520903053364,-73.8628240171647,exam_only,yes,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,,,,low,public_access_school,core,yes,yes,yes,core,high,,yes,yes,yes,unknown,yes,yes,yes,yes,no,,B01,Elite girls' academies and local-access coding,high,started_2026_04_30
North Carolina,NC,Asheville School,Asheville,Buncombe County,1900,1900,continuous,Continuous school from 1900,Private boarding and day school,Historic elite North Carolina boarding school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,37021,35.6111438227466,-82.5331053792638,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Ohio,OH,Western Reserve Academy,Hudson,Summit County,1826,1826,reorganized_continuity,Preparatory lineage remains continuous despite later college separation,Private boarding and day school,Historic elite Ohio prep school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,39153,41.1244716712141,-81.5312527491282,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,medium,standard_candidate,core_with_caution,yes,yes,yes,core,low,Institutional continuity is real but the current school form is reorganized relative to the historical predecessor.,yes,yes,yes,no,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
